type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
PV,19610,19610,1702181000,lj,Ljubljana,"G-Rega, zavod za rekreacijo, šport in prosti čas",Hladilniška pot 36,1000,Ljubljana,,,040750353,041676097,,,46.06284,14.60710
PV,10051,10051,1940872000,lj,Ljubljana,Vrtec Miškolin,"Novo Polje, cesta VI 1",1260,Ljubljana - Polje,,,01 528 51 31,01 549 14 34,vrtec.miskolin@guest.arnes.si,,46.06452,14.58136
PV,13609,10051,1940872001,lj,Ljubljana,"Vrtec Miškolin, Novo Polje","Novo Polje, cesta VI 1",1260,Ljubljana - Polje,,,01 528 51 31,01 549 14 34,vrtec.novo-polje@guest.arnes.si,,46.06452,14.58136
PV,13629,10051,1940872002,lj,Ljubljana,"Vrtec Miškolin, Rjava cesta",Rjava cesta 1,1260,Ljubljana - Polje,,,01 528 34 32,01 549 14 34,vrtec.rjava-cesta@guest.arnes.si,,46.05683,14.57658
PV,13649,10051,1940872003,lj,Ljubljana,"Vrtec Miškolin, Sneberje",Šmartinska cesta 246,1260,Ljubljana - Polje,,,01 529 30 41,01 549 14 34,vrtec.sneberje@guest.arnes.si,,46.07919,14.57224
PV,13669,10051,1940872004,lj,Ljubljana,"Vrtec Miškolin, Zajčja Dobrava",Zadobrovška cesta 28 A,1260,Ljubljana - Polje,,,01 528 43 33,01 549 14 34,vrtec.zajcja-dobrava@guest.arnes.si,,46.06152,14.58475
PV,15449,10051,1940872005,lj,Ljubljana,"Vrtec Miškolin, Rjava cesta, oddelek blok","Polje, cesta V 3",1260,Ljubljana - Polje,,,051305544,01 549 14 34,vrtec.rjava-cesta@guest.arnes.si,,46.05553,14.57603
PV,19170,10051,1940872006,lj,Ljubljana,"Vrtec Miškolin, enota Zajčja Dobrava 2",Zadobrovška cesta 12,1260,Ljubljana - Polje,,,082055801,01 549 14 34,vrtec.zajcja-dobrava2@siol.net,,46.05575,14.58409
PV,10053,10053,1942875000,lj,Ljubljana,Vrtec Pod Gradom,Praprotnikova ulica 2,1000,Ljubljana,,,01 241 26 00,01 241 26 10,vrtec-pod-gradom@guest.arnes.si,http://www.vrtec-podgradom.org,46.04325,14.51043
PV,17290,10053,1942875001,lj,Ljubljana,"Vrtec Pod Gradom, enota Prule",Praprotnikova ulica 2,1000,Ljubljana,,,01 241 26 00,01 241 26 10,,,46.04325,14.51043
PV,17291,10053,1942875002,lj,Ljubljana,"Vrtec Pod Gradom, enota Poljane",Strossmayerjeva ulica 3,1000,Ljubljana,,,01 230 82 80,01 241 26 10,vrtec-poljane@guest.arnes.si,http://www.vrtec-podgradom.org,46.04942,14.51317
PV,17293,10053,1942875003,lj,Ljubljana,"Vrtec Pod Gradom, oddelek Zemljemerska",Zemljemerska ulica 9,1000,Ljubljana,,,01 230 82 70,01 241 26 10,vrtec-pod-gradom@guest.arnes.si,http://www.vrtec-podgradom.org,46.04681,14.51787
PV,17294,10053,1942875004,lj,Ljubljana,"Vrtec Pod Gradom, oddelek Poljanska",Poljanska cesta 21,1000,Ljubljana,,,01 230 82 90,01 241 26 10,vrtec-pod-gradom@guest.arnes.si,http://www.vrtec-podgradom.org,46.05085,14.51422
PV,17292,10053,1942875005,lj,Ljubljana,"Vrtec Pod Gradom, oddelek Stara Ljubljana",Ulica na Grad 2 A,1000,Ljubljana,,,01 241 26 53,01 241 26 10,vrtec-pod-gradom@guest.arnes.si,http://www.vrtec-podgradom.org,46.04626,14.50924
PV,10055,10055,1942905000,lj,Ljubljana,Vrtec Ledina,Čufarjeva ulica 14,1000,Ljubljana,,,01 230 82 40,01 230 82 53,tajnistvo@vrtec-ledina.si,http://www.vrtec-ledina.org/,46.05443,14.51140
PV,10056,10056,1942913000,lj,Ljubljana,Vrtec Dr. France Prešeren,Erjavčeva cesta 29,1000,Ljubljana,,,01 241 26 20,01 241 26 30,vrtec-erjavceva@guest.arnes.si,,46.05030,14.49530
PV,21575,10056,1942913001,lj,Ljubljana,"Vrtec Dr. France Prešeren, enota Vrtača",Erjavčeva cesta 29,1000,Ljubljana,,,01 241 26 20,01 241 26 30,,,46.05030,14.49530
PV,21576,10056,1942913002,lj,Ljubljana,"Vrtec Dr. France Prešeren, enota Prešernova",Prešernova cesta 29,1000,Ljubljana,,,01 241 26 60,01 241 26 61,vrtec.presernova-lj@guest.arnes.si,,46.05230,14.49835
PV,21577,10056,1942913003,lj,Ljubljana,"Vrtec Dr. France Prešeren, enota Puharjeva",Puharjeva ulica 4,1000,Ljubljana,,,01 241 26 42,,vrtec.puharjeva@siol.net,,46.05466,14.50091
PV,10054,10054,1943219000,lj,Ljubljana,Vrtec Kolezija,Pod bukvami 11,1000,Ljubljana,,,01 420 46 32,01 420 46 39,tajnistvo@vrteckolezija.si,,46.03463,14.48947
PV,14429,10054,1943219001,lj,Ljubljana,"Vrtec Kolezija, enota Kolezija",Rezijanska ulica 22,1000,Ljubljana,,,01 420 46 00,01 420 46 39,vrtec.kolezija@guest.arnes.si,,46.03940,14.49348
PV,14430,10054,1943219002,lj,Ljubljana,"Vrtec Kolezija, enota Murgle",Pod bukvami 11,1000,Ljubljana,,,01 420 46 32,01 420 46 39,tajnistvo@vrteckolezija.si,,46.03463,14.48947
PV,14431,10054,1943219003,lj,Ljubljana,"Vrtec Kolezija, enota Mencingerjeva",Mencingerjeva ulica 19,1000,Ljubljana,,,01 420 46 20,01 420 46 39,vrtec.kolezija@guest.arnes.si,,46.04137,14.49422
PV,18710,10054,1943219006,lj,Ljubljana,"Vrtec Kolezija, enota Kolezija, dislokacija Koseski",Koseskega ulica 17,1000,Ljubljana,,,01 420 46 00,01 420 46 39,,,46.03929,14.49398
PV,10048,10048,1943332000,lj,Ljubljana,Vrtec Galjevica,Galjevica 35,1000,Ljubljana,,,01 420 47 12,01 420 47 09,info@vrtec-galjevica.si,http://www.vrtec-galjevica.si,46.03391,14.52117
PV,14649,10048,1943332001,lj,Ljubljana,"Vrtec Galjevica, Enota Galjevica",Galjevica 38,1000,Ljubljana,,,"01 420 47 00, 01 420 46 12",01 420 47 09,info@vrtec-galjevica.si,,46.03448,14.51937
PV,14650,10048,1943332002,lj,Ljubljana,"Vrtec Galjevica, Enota Orlova",Ob dolenjski železnici 10,1000,Ljubljana,,,"01 420 47 32, 01 420 47 30",,info@vrtec-galjevica.si,,46.03694,14.51730
PV,14651,10048,1943332003,lj,Ljubljana,"Vrtec Galjevica, Lokacija pot k ribniku",Pot k ribniku 20,1000,Ljubljana,,,01 420 46 90,,info@vrtec-galjevica.si,,46.03539,14.52586
PV,14652,10048,1943332004,lj,Ljubljana,"Vrtec Galjevica, Lokacija Dolenjska cesta",Dolenjska cesta 52,1000,Ljubljana,,,01 420 47 20,,info@vrtec-galjevica.si,,46.03717,14.52009
PV,23296,10048,1943332005,lj,Ljubljana,"Vrtec Galjevica, Enota Jurček",Galjevica 52,1000,Ljubljana,,,620 2570,,,,46.03413,14.51798
PV,10057,10057,1943359000,lj,Ljubljana,Vrtec Vrhovci,"Vrhovci, cesta XIX 10",1000,Ljubljana,,,01 244 52 52,01 244 52 53,vrtec.vrhovci@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04351,14.45323
PV,12629,10057,1943359001,lj,Ljubljana,"Vrtec Vrhovci,enota Brdo",Stantetova ulica 1 A,1000,Ljubljana,,,"01 244 52 70, 01 244 52 71",01 244 52 53,vrtec.vrhovci-roznik@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04749,14.45203
PV,12630,10057,1943359002,lj,Ljubljana,"Vrtec Vrhovci, enota Rožnik",Cesta na Brdo 30,1000,Ljubljana,,,"01 244 52 90, 01 244 25 93",01 244 52 53,vrtec.vrhovci-roznik@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04555,14.47360
PV,21535,10057,1943359003,lj,Ljubljana,"Vrtec Vrhovci, enota Vrhovci","Vrhovci, cesta XIX 10",1000,Ljubljana,,,01 244 52 52,01 244 52 53,vrtec.vrhovci@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04351,14.45323
PV,21815,10057,1943359005,lj,Ljubljana,"Vrtec Vrhovci, enota Tehnološki park","Vrhovci, cesta XIX 10",1000,Ljubljana,,,01 244 52 52,01 244 52 53,vrtec.vrhovci@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04351,14.45323
PV,21835,10057,1943359006,lj,Ljubljana,"Vrtec Vrhovci, enota Iga Grudna",Ulica Iga Grudna 17,1000,Ljubljana,,,01 244 52 52,01 244 52 53,vrtec.vrhovci@guest.arnes.si,http://www.vrtec-vrhovci.si,46.04388,14.47663
PV,10049,10049,1943367000,lj,Ljubljana,Vrtec Trnovo,Kolezijska ulica 11,1000,Ljubljana,,,01 420 46 56,01 420 46 55,vrtec.trnovo@siol.net,,46.04203,14.50149
PV,18770,10049,1943367001,lj,Ljubljana,"Vrtec Trnovo, enota Karunova",Karunova ulica 16 A,1000,Ljubljana,,,01 420 4680,,vrtec.trnovo1@siol.net,,46.04131,14.50146
PV,18771,10049,1943367002,lj,Ljubljana,"Vrtec Trnovo, enota Trnovski pristan",Trnovski pristan 12,1000,Ljubljana,,,420 4670,,vrtec.trnovo@siol.net,,46.04212,14.50688
PV,10052,10052,1943375000,lj,Ljubljana,VRTEC VIŠKI GAJ,Reška ulica 31,1000,Ljubljana,,,01 244 52 12,01 244 52 20,vrtec.viski-gaj@guest.arnes.si,http://www.viskigaj.si,46.03809,14.47343
PV,12889,10052,1943375001,lj,Ljubljana,"VRTEC VIŠKI GAJ, ENOTA ZARJA",Reška ulica 31,1000,Ljubljana,,,01 244 52 12,01 244 52 20,vrtec.viski-gaj@guest.arnes.si,http://www.viskigaj.si,46.03809,14.47343
PV,12909,10052,1943375002,lj,Ljubljana,"VRTEC VIŠKI GAJ, ENOTA KOZARJE",Hacetova ulica 13,1000,Ljubljana,,,01 244 52 40,01 244 52 20,vrtec.viski-gaj@guest.arnes.si,http://www.viskigaj.si,46.03429,14.44956
PV,12910,10052,1943375003,lj,Ljubljana,"VRTEC VIŠKI GAJ, ENOTA BONIFACIJA",Ulica Malči Beličeve 20,1000,Ljubljana,,,01 244 52 30,01 244 52 20,vrtec.viski-gaj@guest.arnes.si,http://www.viskigaj.si,46.03615,14.47277
PV,12775,12775,2084597000,lj,Ljubljana,Zavod Mali svet Ljubljana,Podmilščakova ulica 24,1000,Ljubljana,,,04 160 22 31,,info@malisvet.com,,46.06897,14.50365
PV,18890,12775,2084597001,lj,Ljubljana,"Zavod Mali svet, PE Mali svet",Pod topoli 47,1000,Ljubljana,,,01 283 13 27,,info@malisvet.com,,46.03560,14.49550
PV,19490,12775,2084597002,lj,Ljubljana,"Zavod Mali svet Ljubljana, enota Vič",Ulica Malči Beličeve 109,1000,Ljubljana,,,04 160 22 31,,info@malisvet.com,,46.03527,14.47418
PV,15849,15849,2234572001,lj,Ljubljana,"Inštitut montessori, Zavod za pomoč staršem pri razvoju otrok, PE Zasebni vrtec rumena hiša Dravlje",Sojerjeva ulica 9,1000,Ljubljana,,,059014800,,info@montessori-institut.si,,46.08125,14.47805
PV,19670,19670,2234572002,lj,Ljubljana,"Inštitut montessori, Zavod za pomoč staršem pri razvoju otrok, PE Zasebni vrtec oranžna hiša Dravlje",Bravničarjeva ulica 8,1000,Ljubljana,,,05 901 48 00,00 000 00 00,info@montessori-institut.si,,46.08312,14.47972
PV,23595,23595,2234572003,lj,Ljubljana,"Inštitut montessori, Zavod za pomoč staršem pri razvoju otrok, Zasebni vrtec zelena hiša otrok Podutik",Ulica Ferda Kozaka 49,1000,Ljubljana,,,05 901 48 00,,info@montessori-institut.si,,46.07844,14.45088
PV,19550,19550,3656217000,lj,Ljubljana,"SONCE, Zavod za vzgojo in izobraževanje",Cesta II. grupe odredov 13 C,1261,Ljubljana - Dobrunje,,,040 451 879,01 544 51 65,zavod.sonce@guest.arnes.si,http://www.hisica-sonce.si,46.04072,14.59007
PV,23855,19550,3656217002,po,Postojna,"SONCE, Zavod za vzgojo in izobraževanje, enota Waldorfski vrtec Slavček",Matenja vas 24,6258,Prestranek,,,031 272 054,,,,45.73976,14.19064
PV,24175,19550,3656217005,lj,Ljubljana,"SONCE, Zavod za vzgojo in izobraževanje, OE Waldorfski vrtec Hišica sonca, PE Ljubljana",Vojkova cesta 63,1000,Ljubljana,,,01 292 61 05,01 544 51 65,zavod.sonce@guest.arnes.si,http://www.hisica-sonce.si,46.07287,14.51885
PV,19110,19110,3769402000,lj,Ljubljana,"Zakladnica Montessori, Zavod za vzgojo in izobraževanje",Pot čez gmajno 101,1000,Ljubljana,,,07 071 65 36,,,,46.04025,14.44073
PV,19130,19110,3769402001,lj,Ljubljana,"Zakladnica Montessori, OE zasebni vrtec Hiša otrok srečnih rok",Cesta v Zgornji log 42,1000,Ljubljana,,,07 071 65 36,,info@zakladnica-montessori.si,http://www.zakladnica-montessori.si,46.03125,14.45880
PV,18912,18912,3782727000,lj,Ljubljana,"Akademija montessori, OE zasebni vrtec Hiša otrok ABC",Tesovnikova ulica 27 A,1000,Ljubljana,,,,,info@montessori.si,http://www.montessori.si,46.09246,14.51778
PV,18850,18850,3866564000,lj,Ljubljana,Zasebni vrtec Metulj d.o.o.,Podutiška cesta 76,1000,Ljubljana,,,041 454 930,,nives.jurman@vrtec-metulj.si,,46.07199,14.46880
PV,19590,19590,3992918000,lj,Ljubljana,"Svetovalna Ustvarjalnica SU, PE Zasebni vrtec Volkec",Kajuhova ulica 12,1000,Ljubljana,,,040474497,,,,46.06592,14.53459
PV,1069,1069,5049938000,lj,Ljubljana,Vrtec Črnuče,Dunajska cesta 400,1231,Ljubljana - Črnuče,,,01 589 74 10,01 537 33 83,vrtec-crnuce@guest.arnes.si,http://www.vrtec-crnuce.si,46.10293,14.53521
PV,14189,1069,5049938001,lj,Ljubljana,"Vrtec Črnuče, ENOTA SAPRAMIŠKA",Cesta 24. junija 48,1231,Ljubljana - Črnuče,,,01 561 47 00,01 537 33 83,SAPRAMISKA-CRNUCE@GUEST.ARNES.SI,http://www.vrtec-crnuce.si,46.09814,14.52543
PV,14190,1069,5049938002,lj,Ljubljana,"Vrtec Črnuče, ENOTA SONČEK",Kraljeva ulica 10,1231,Ljubljana - Črnuče,,,01 530 76 80,01 537 33 83,v-crnuce.soncek@guest.arnes.si,http://www.vrtec-crnuce.si,46.09213,14.58033
PV,14191,1069,5049938003,lj,Ljubljana,"Vrtec Črnuče, ENOTA GMAJNA",Cesta v Pečale 1,1231,Ljubljana - Črnuče,,,01 530 76 90,01 537 33 83,V-CRNUCE.GMAJNA@GUEST.ARNES.SI,http://www.vrtec-crnuce.si,46.10678,14.52824
PV,14192,1069,5049938004,lj,Ljubljana,"Vrtec Črnuče, ENOTA OSTRŽEK",Dunajska cesta 400,1231,Ljubljana - Črnuče,,,01 589 74 10,01 537 33 83,vrtec-crnuce@guest.arnes.si,http://www.vrtec-crnuce.si,46.10293,14.53521
PV,1070,1070,5049946000,lj,Ljubljana,VRTEC JELKA,Glavarjeva ulica 18 A,1000,Ljubljana,,,01 580 91 80,01 534 33 86,vrtec.jelka@guest.arnes.si,http://www.vrtec-jelka.si,46.07520,14.50719
PV,12709,1070,5049946001,lj,Ljubljana,"VRTEC JELKA, ENOTA VILA",Staničeva ulica 37 A,1000,Ljubljana,,,,,,,46.06989,14.50470
PV,12710,1070,5049946003,lj,Ljubljana,"VRTEC JELKA, ENOTA PALČKI",Lavričeva ulica 11,1000,Ljubljana,,,,,,,46.06524,14.50391
PV,12711,1070,5049946005,lj,Ljubljana,"VRTEC JELKA, ENOTA SNEGULJČICA",Vodovodna cesta 3 A,1000,Ljubljana,,,,,,,46.06599,14.50835
PV,13769,1070,5049946006,lj,Ljubljana,"VRTEC JELKA, ENOTA JELKA",Glavarjeva ulica 18 A,1000,Ljubljana,,,01 580 91 80,01 534 33 86,vrtec.jelka@guest.arnes.si,,46.07520,14.50719
PV,1071,1071,5049954000,lj,Ljubljana,VIZ Vrtec Mladi rod Ljubljana,Črtomirova ulica 14,1000,Ljubljana,,,01 437 51 81,01 437 51 81,vrtec.mladi-rod@guest.arnes.si,http://www2.arnes.si/~vljmrod1s/,46.06260,14.51803
PV,10729,1071,5049954011,lj,Ljubljana,"VIZ Vrtec Mladi rod Ljubljana, enota Vetrnica",Črtomirova ulica 14,1000,Ljubljana,,,01 437 51 81,01 436 18 51,vrtec.mladi-rod@guest.arnes.si,http://www2.arnes.si/~vljmrod1s/,46.06260,14.51803
PV,10730,1071,5049954012,lj,Ljubljana,"VIZ Vrtec Mladi rod Ljubljana, enota Čira čara",Belokranjska ulica 27,1000,Ljubljana,,,01 437 65 64,01 437 51 81,vrtec.mladi-rod@guest.arnes.si,http://www2.arnes.si/~vljmrod1s/,46.06320,14.52154
PV,10731,1071,5049954013,lj,Ljubljana,"VIZ Vrtec Mladi rod Ljubljana, enota Kostanjčkov vrtec",Peričeva ulica 6,1000,Ljubljana,,,01 436 18 51,01 436 18 51,racunovodstvo.v-mr@guest.arnes.si,http://www2.arnes.si/~vljmrod1s/,46.06495,14.51207
PV,10732,1071,5049954014,lj,Ljubljana,"VIZ Vrtec Mladi rod Ljubljana, enota Stonoga",Linhartova cesta 19,1000,Ljubljana,,,01 231 95 43,01 437 51 81,vrtec_stonoga@volja.net,http://www2.arnes.si/~vljmrod1s/,46.06476,14.51482
PV,10733,1071,5049954015,lj,Ljubljana,"VIZ Vrtec Mladi rod Ljubljana, enota Mavrica",Savska cesta 1,1000,Ljubljana,,,01 231 95 43,01 437 51 81,vrtec_mavrica@volja.net,http://www2.arnes.si/~vljmrod1s/,46.06320,14.52440
PV,1072,1072,5049962000,lj,Ljubljana,Vrtec Ciciban,Šarhova ulica 29,1000,Ljubljana,,,01 563 63 40,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.07874,14.51078
PV,11149,1072,5049962001,lj,Ljubljana,"Vrtec Ciciban, Enota Ajda",Ulica prvoborcev 16,1000,Ljubljana,,,01 534 40 76,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.08826,14.51155
PV,11151,1072,5049962002,lj,Ljubljana,"Vrtec Ciciban, Enota Lenka",Baragova ulica 11,1000,Ljubljana,,,01 534 55 87,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.07654,14.51576
PV,11152,1072,5049962003,lj,Ljubljana,"Vrtec Ciciban, Enota Čebelica",Šarhova ulica 29,1000,Ljubljana,,,01 563 63 40,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.07874,14.51078
PV,11154,1072,5049962004,lj,Ljubljana,"Vrtec Ciciban, Enota Pastirčki",Glinškova ploščad 11 A,1000,Ljubljana,,,01 534 13 69,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.09221,14.50853
PV,11155,1072,5049962005,lj,Ljubljana,"Vrtec Ciciban, Enota Mehurčki",Reboljeva ulica 18,1000,Ljubljana,,,01 534 27 25,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.08254,14.51637
PV,11156,1072,5049962006,lj,Ljubljana,"Vrtec Ciciban, DE Lenka",Vojkova cesta 74,1000,Ljubljana,,,03 133 98 64,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.07115,14.52000
PV,18750,1072,5049962007,lj,Ljubljana,"Vrtec Ciciban, enota Žabice",Vojkova cesta 73,1000,Ljubljana,,,01 563 63 40,01 563 63 48,vrtec.ciciban@guest.arnes.si,http://www.vrtec-ciciban.si,46.07768,14.51878
PV,1073,1073,5050146000,lj,Ljubljana,Vrtec Jarše,Rožičeva ulica 10,1000,Ljubljana,,,01 586 21 40,01 586 21 45,vrtec.jarse@guest.arnes.si,,46.06451,14.53545
PV,13129,1073,5050146001,lj,Ljubljana,"Vrtec Jarše, enota Kekec",Ulica Hermana Potočnika 15,1000,Ljubljana,,,01 586 21 52,01 586 21 57,vrtec.jarse@guest.arnes.si,,46.07310,14.53997
PV,13130,1073,5050146002,lj,Ljubljana,"Vrtec Jarše, enota Mojca",Clevelandska ulica 13,1000,Ljubljana,,,01 586 21 58,01 586 21 59,vrtec.jarse@guest.arnes.si,,46.07363,14.54389
PV,13131,1073,5050146003,lj,Ljubljana,"Vrtec Jarše, enota Rožle",Rožičeva ulica 10,1000,Ljubljana,,,01 586 21 44,01 586 21 45,vrtec.jarse@guest.arnes.si,,46.06451,14.53545
PV,13132,1073,5050146004,lj,Ljubljana,"Vrtec Jarše, enota Rožle - hiša Zelena jama",Pokopališka ulica 30,1000,Ljubljana,,,01 586 21 49,,vrtec.jarse@guest.arnes.si,,46.06271,14.53199
PV,1074,1074,5050219000,lj,Ljubljana,Vrtec Najdihojca,Gorazdova ulica 6,1000,Ljubljana,,,01 51 55 920,01 51 55 920,vrtec@najdihojca.si,,46.07238,14.49272
PV,12929,1074,5050219001,lj,Ljubljana,"Vrtec Najdihojca, Enota Palček",Gorazdova ulica 6,1000,Ljubljana,,,01 51 55 920,01 51 55 920,vrtec@najdihojca.si,,46.07238,14.49272
PV,12949,1074,5050219002,lj,Ljubljana,"Vrtec Najdihojca, Enota Čenča",Lepodvorska ulica 5,1000,Ljubljana,,,01 433 73 40,01 51 55 920,vrtec@najdihojca.si,,46.06282,14.49650
PV,12969,1074,5050219003,lj,Ljubljana,"Vrtec Najdihojca, Enota Palček, dislocirani oddelki Kebetova",Kebetova ulica 30,1000,Ljubljana,,,01 51 41 329,01 51 55 920,vrtec@najdihojca.si,,46.07220,14.49194
PV,12970,1074,5050219004,lj,Ljubljana,"Vrtec Najdihojca, Enota Biba",Ljubeljska ulica 16,1000,Ljubljana,,,01 505 73 11,01 51 55 920,vrtec@najdihojca.si,,46.07515,14.48953
PV,12971,1074,5050219005,lj,Ljubljana,"Vrtec Najdihojca, Enota Biba, dislocirani oddelki LEK",Gorazdova ulica 6,1000,Ljubljana,,,01 580 23 17,01 505 72 75,vrtec.najdihojca-lj@guest.arnes.si,,46.07238,14.49272
PV,18650,1074,5050219007,lj,Ljubljana,"Vrtec Najdihojca, enota AETERNIA",Gorazdova ulica 19,1000,Ljubljana,,,01 50 55 756,01 51 55 920,vrtec@najdihojca.si,,46.07315,14.48777
PV,1104,1104,5055563000,lj,Ljubljana,Vrtec Otona Župančiča Ljubljana,Parmska cesta 41,1000,Ljubljana,,,01 520 97 56,01 520 97 60,vrtec-o.zupancic@guest.arnes.si,http://www.vrtecoz-lj.si,46.05432,14.54359
PV,10649,1104,5055563010,lj,Ljubljana,"Vrtec Otona Župančiča Ljubljana, enota Mehurčki",Parmska cesta 41,1000,Ljubljana,,,01 520 97 52,01 520 97 60,vrtec-oz-oskr@guest.arnes.si,,46.05432,14.54359
PV,10650,1104,5055563011,lj,Ljubljana,"Vrtec Otona Župančiča Ljubljana, enota Čebelica",Hruševska cesta 81,1000,Ljubljana,,,,,,,46.04163,14.55626
PV,10651,1104,5055563012,lj,Ljubljana,"Vrtec Otona Župančiča Ljubljana, enota Ringaraja",Na peči 20 A,1000,Ljubljana,,,,,,,46.05280,14.53726
PV,13309,1104,5055563013,lj,Ljubljana,"Vrtec Otona Župančiča Ljubljana, Enota Čurimuri",Novosadska ulica 1,1000,Ljubljana,,,01 520 86 80,01 520 97 60,,,46.05035,14.54387
PV,13310,1104,5055563014,lj,Ljubljana,"Vrtec Otona Župančiča Ljubljana, Enota Živ-Žav",Na peči 20,1000,Ljubljana,,,01 520 86 20,01 520 97 60,vrtec-o.zupancic@guest.arnes.si,,46.05316,14.53672
PV,1115,1115,5057035000,lj,Ljubljana,Vrtec Hansa Christiana Andersena,Rašiška ulica 7,1000,Ljubljana,,,01 583 82 11,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.07410,14.48056
PV,11829,1115,5057035001,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Marjetica",Bitenčeva ulica 4,1000,Ljubljana,,,01 507 26 55,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.07477,14.47662
PV,11830,1115,5057035002,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Andersen",Rašiška ulica 7,1000,Ljubljana,,,01 583 82 11,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.07410,14.48056
PV,11831,1115,5057035003,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Lastovica",Derčeva ulica 10,1000,Ljubljana,,,01 505 48 82,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.07178,14.48346
PV,11832,1115,5057035004,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Palčica",Vodnikova cesta 2,1000,Ljubljana,,,01 505 28 90,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.06339,14.49400
PV,14209,1115,5057035005,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Polžek",Gotska ulica 12,1000,Ljubljana,,,03 137 03 85,01 583 82 10,vrtec.andersen@guest.arnes.si,,46.07617,14.47772
PV,16049,1115,5057035006,lj,Ljubljana,"Vrtec Hansa Christiana Andersena, enota Krtek",Celovška cesta 161,1000,Ljubljana,,,05 995 22 78,01 583 82 10,vrtec@vrtecandersen.si,http://www.vrtecandersen.si,46.07319,14.48539
PV,1116,1116,5057043000,lj,Ljubljana,Vrtec Šentvid,Ulica pregnancev 6,1210,Ljubljana - Šentvid,,,01 513 03 50,01 513 03 70,vrtec.sentvid@guest.arnes.si,http://www.vrtecsentvid.si/,46.09510,14.46990
PV,12849,1116,5057043001,lj,Ljubljana,"Vrtec Šentvid, Enota Sapramiška",Ulica pregnancev 6,1210,Ljubljana - Šentvid,,,01 513 03 50,01 513 03 70,vrtec.sentvid@guest.arnes.si,http://www.vrtecsentvid.si/,46.09510,14.46990
PV,12850,1116,5057043002,lj,Ljubljana,"Vrtec Šentvid, Enota Mravljinček",Martinova pot 16,1000,Ljubljana,,,01 513 03 50,01 513 03 70,vrtec.sentvid@guest.arnes.si,http://www.vrtecsentvid.si/,46.11430,14.46459
PV,12851,1116,5057043003,lj,Ljubljana,"Vrtec Šentvid, Enota Vid",Prušnikova ulica 73 A,1210,Ljubljana - Šentvid,,,01 513 03 50,01 513 03 70,vrtec.sentvid@guest.arnes.si,http://www.vrtecsentvid.si/,46.09545,14.46777
PV,18630,1116,5057043004,lj,Ljubljana,"Vrtec Šentvid, Enota Mišmaš",Kosijeva ulica 1,1210,Ljubljana - Šentvid,,,01 513 03 77,,vrtec.sentvid@guest.arnes.si,http://www.vrtecsentvid.si/,46.10258,14.45327
PV,1119,1119,5057175000,lj,Ljubljana,Vrtec Zelena jama,Zvezna ulica 24,1000,Ljubljana,,,01 520 67 10,01 520 67 05,vrtec@zelenajama.si,,46.05976,14.53163
PV,13069,1119,5057175001,lj,Ljubljana,"Vrtec Zelena jama, Enota Vrba",Brodarjev trg 8,1000,Ljubljana,,,01 520 67 40,,vrba@zelenajama.si,,46.05210,14.55316
PV,13070,1119,5057175002,lj,Ljubljana,"Vrtec Zelena jama, Enota Zelena jama",Zvezna ulica 24,1000,Ljubljana,,,01 520 67 10,01 520 67 05,,,46.05976,14.53163
PV,13071,1119,5057175003,lj,Ljubljana,"Vrtec Zelena jama, Enota Zmajček",Ulica Vide Pregarčeve 26,1000,Ljubljana,,,01 520 67 20,,zmajcek@zelenajama.si,,46.05789,14.53782
PV,24156,1119,5057175004,lj,Ljubljana,"Vrtec Zelena jama, Enota Zmajčica",Zakotnikova ulica 3,1000,Ljubljana,,,,,,,46.05768,14.53952
